           planet_id  distance_to_earth
5218369   a99180257f              0.054
16719213  1f47358b87              0.054
18982460  68d95e817b              0.054
13718246  bdafefc310              0.054
7737508   fb6bed89f6              0.054
25491146  3c5b3d1475              0.054
25596010  3fc55bc765              0.054
6185589   c903ff8299              0.054
4663682   977e28d48d              0.054
11001940  6570720299              0.054
13726898  be180894fa              0.054
7112510   e72443e6a0              0.054
20849508  a57e47036b              0.055
4038034   8340376b55              0.055
20646471  9ef04849ad              0.055
15717554  febb475a91              0.055
23482535  fb076d6465              0.055
452729     ebc040f6b              0.055
30722594  e64e8e1ea6              0.055
12818320  a0903a616b              0.055
5480608   b225032b71              0.055
14139927  cb78a28f21              0.055
15333238  f2388c46a6              0.055
13206441  ad2f694c43              0.055
19272283  7242f26031              0.055
2533069   52676f5271              0.055
26692412  636a71a207              0.055
14860783  e2e8443939              0.055
13068601  a8ae3324fe              0.055
12058005  87c5bfbf31              0.055
14555660  d8ec689f2b              0.055
11719371  7cbc6a7cf0              0.055
1927549   3eabd1c083              0.055
12392814  92b746357f              0.055
16814064  225daf885c              0.055
14888153  e3aff225a0              0.055
17818939  4303da6d9e              0.055
6608613   d6c2e3526c              0.056
18964642  68461aa866              0.056
3089160   6474b7b94b              0.056
27286758  76b798f27b              0.056
7526295   f48ea513c6              0.056
5360902   ae3754c751              0.056
5180191   a85a628c19              0.056
757369    1897322d9d              0.056
699937    16bc4fbb84              0.056
2402084   4e01fd4358              0.056
6225082   ca3e3f9a94              0.056
19080693  6c025e870d              0.056
8695043   1a8dc86344              0.056
1865745   3c95b562db              0.056
7099628   e6b2b6761e              0.056
9925056   4284041e04              0.056
2162908   464807a854              0.056
12911419  a3a1ea1caa              0.056
10502834  554632f5d5              0.056
11100400  68b7f78122              0.056
17409525  35a2092135              0.056
11735686  7d430df87a              0.056
12959048  a523eee365              0.056
1014385   20f21fca95              0.056
8214853    ae908d2e9              0.056
12211972  8cba275717              0.056
17719643  3fc85ad6f6              0.056
13066595  a89825e37a              0.057
18993170  691d361200              0.057
14692200  dd5d531e20              0.057
3978392   81451aa137              0.057
21089722  ad2c621b8e              0.057
7826911   fe5251e0e8              0.057
19933175  87c1cd3ed3              0.057
963092    1f4af3367b              0.057
4148776   86d77a9a6c              0.057
11484927  7539e5287b              0.057
19133232  6db2af1282              0.057
17507659  38dfaba8c6              0.057
17786971  42001336a3              0.057
13098017  a9ac77570c              0.057
3056842   635a292e56              0.057
2464212   501721d73c              0.057
15820692   210eb1a47              0.057
2980702   60e49d0522              0.057
15479073  f6efd7523c              0.057
19732929  8143743131              0.057
21142793  af04687a66              0.057
15363102  f334900dd6              0.057
1819675   3b3593ddcd              0.057
10724220  5c7fd56232              0.058
18465016  57fde1c55e              0.058
4240678   89d605d494              0.058
23242627  f33efe8a77              0.058
12944707  a484c42b71              0.058
17508987  38ea430a1f              0.058
6841733   de4bb27383              0.058
18016074  4964e7170e              0.058
13807268  c09f721055              0.058
16495890  1811c8466b              0.058
13738866  be78a193ef              0.058
2049735   42973e34cf              0.058
6607621   d6b4b565f9              0.058
13041330  a7d2d4c23a              0.058
19485671  7925468f68              0.058
23413083  f8c6ced3f1              0.058
17160175  2da48ebc50              0.058
8330388    eb75a11b7              0.058
5604135   b625bd241e              0.059
22482075  da895b9928              0.059
7357267   ef17179fcd              0.059


       distance_to_earth
count        1000.000000
mean            0.033476
std             0.016016
min             0.000000
25%             0.021000
50%             0.035000
75%             0.047000
max             0.059000
-------------------------
